0.51162,0.52641
0.48453,0.49446
0.46618,0.48524
0.4656,0.45274
0.44793,0.44087
0.42127,0.46573
0.43414,0.45699
0.47378,0.48597
0.47032,0.51164
0.46483,0.49973
0.44359,0.53315
0.48223,0.55997
0.47879,0.59371
0.47616,0.59899
0.47534,0.58807
0.48231,0.59455
0.4569,0.59837
0.52293,0.61078
0.5596,0.618
0.54998,0.61284
0.51444,0.59341
0.53531,0.60769
0.53091,0.67698
0.57489,0.67629
0.57142,0.69304
0.55813,0.72021
0.56413,0.73261
0.5343,0.73648
0.54254,0.70237
0.51226,0.67446
0.53057,0.69237
0.48593,0.69544
0.44534,0.69597
0.45531,0.64674
0.48855,0.64504
0.45841,0.70593
0.50634,0.71552
0.50143,0.7404
0.52356,0.6798
0.50069,0.64372
0.48769,0.6714
0.45013,0.6603
0.46697,0.58511
0.50415,0.53265
0.50125,0.52671
0.50467,0.54381
0.46584,0.57451
0.46496,0.57892
0.43524,0.57768
0.4439,0.58037
0.45576,0.54973
0.39939,0.5474
0.37148,0.54462
0.38054,0.50847
0.33576,0.48434
0.31392,0.4787
0.30679,0.50413
0.30308,0.52256
0.29641,0.48983
0.31406,0.47144
0.27439,0.48335
0.28928,0.49478
0.27056,0.49529
0.25086,0.49813
0.26056,0.51529
0.25562,0.50324
0.26066,0.47099
0.25518,0.4416
0.25816,0.46867
0.26395,0.45752
0.27373,0.46473
0.26356,0.43318
0.30842,0.43443
0.34959,0.43326
0.3805,0.44812
0.38031,0.40811
0.36185,0.39934
0.38642,0.42214
0.39329,0.42023
0.40614,0.40663
0.43185,0.38857
0.39494,0.38538
0.35758,0.39314
0.38891,0.35807
0.34682,0.35196
0.34469,0.38109
0.3527,0.39177
0.33327,0.39136
0.35977,0.40879
0.35325,0.4008
0.41331,0.41032
0.39775,0.3995
0.40197,0.4336
0.39502,0.43765
0.43749,0.46463
0.42566,0.44144
0.45667,0.44079
0.45386,0.40644
0.38751,0.38442
0.42299,0.37208
0.40163,0.36325
0.41913,0.34384
0.35944,0.32568
0.38727,0.35903
0.41616,0.37072
0.42064,0.34406
0.4384,0.32492
0.45024,0.29069
0.44727,0.32209
0.43954,0.33227
0.43785,0.32175
0.44422,0.30919
0.45853,0.29168
0.43838,0.28091
0.46277,0.2931
0.48558,0.34741
0.4766,0.33372
0.49795,0.32913
0.51271,0.34755
0.5334,0.34445
0.58227,0.34098
0.54461,0.32521
0.56438,0.36027
0.55546,0.40346
0.55901,0.39026
0.58454,0.3815
0.55428,0.30889
0.57274,0.32246
0.54807,0.29248
0.49239,0.27157
0.47797,0.29443
0.47397,0.34676
0.45717,0.3189
0.45071,0.32346
0.45481,0.32763
0.46556,0.34209
0.45727,0.31522
0.45962,0.34374
0.51379,0.34015
0.47974,0.29977
0.4621,0.26744
0.4537,0.26674
0.46422,0.30754
0.49441,0.31125
0.50397,0.30544
0.47616,0.27391
0.45922,0.27974
0.41579,0.27002
0.42063,0.28027
0.43598,0.33393
0.4214,0.34782
0.38111,0.37129
0.36827,0.39056
0.43707,0.36983
0.42861,0.41389
0.46431,0.42488
0.45386,0.40521
0.42843,0.38465
0.43544,0.39181
0.47706,0.39302
0.49032,0.37571
0.49436,0.34462
0.51239,0.30775
0.51552,0.33354
0.52534,0.34835
0.51323,0.28104
0.50118,0.29093
0.46272,0.27044
0.50397,0.2677
0.50576,0.26991
0.50458,0.29365
0.46041,0.28374
0.45256,0.29332
0.48624,0.33617
0.49929,0.37485
0.48393,0.36845
0.4557,0.42436
0.40903,0.43601
0.39947,0.44724
0.35993,0.4026
0.36751,0.45188
0.37965,0.46772
0.36142,0.47606
0.34593,0.45908
0.32329,0.45037
0.34482,0.5061
0.35169,0.50214
0.31621,0.5223
0.33102,0.50038
0.35227,0.5336
0.33992,0.53304
0.37731,0.5264
0.39151,0.5164
0.39146,0.46564
0.36549,0.46438
0.34711,0.417
0.36234,0.40501
0.38112,0.3805
0.32518,0.41827
0.31494,0.41672
